Name,Region,Meal_Type,Diet_Type,Calories,Protein,Carbs,Fats
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,238,7,34,10
Batata Vada with Pav,West India,Breakfast,Weight Gain,552,10,69,23
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,412,10,63,16
Thepla with Curd,West India,Breakfast,Balanced,350,9,42,12
Aamras with Puri,West India,Breakfast,Weight Gain,552,8,75,18
White Rice with Chicken Chettinad and Curd,South India,Lunch,Weight Gain,617,32,60,22
White Rice with Chicken Chettinad and Curd,South India,Lunch,Weight Gain,624,33,55,23
Paratha with Egg Bhurji,East India,Breakfast,Weight Gain,517,19,49,24
Ragi Dosa with Coconut Chutney,South India,Breakfast,Weight Loss,202,5,33,6
6 Boiled Eggs (4 Whites 2 Whole),Pan India,Breakfast,Bodybuilding,333,27,2,19
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,488,37,54,19
Sprouts Chaat,North India,Breakfast,Weight Loss,173,9,30,3
Oats Idli with Sambar,North India,Breakfast,Weight Loss,249,8,36,5
Tomato Shorba with Roti,East India,Dinner,Weight Loss,190,5,29,5
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,576,42,44,22
Oats Pongal,South India,Breakfast,Weight Loss,209,7,37,6
Mung Bean Salad with Olive Oil,Pan India,Lunch,Health & Wellness,242,12,29,7
Paneer Tikka 250g with Mint Chutney,Pan India,Dinner,Bodybuilding,410,44,10,27
Jowar Bhakri with Varan Bhath,West India,Lunch,Weight Loss,338,12,44,7
Lemon Rice with Curd,South India,Dinner,Balanced,360,8,63,10
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,278,14,46,7
Idli with Tomato Chutney,South India,Breakfast,Weight Loss,215,5,38,2
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,755,33,77,24
Kadhi Pakora with Rice,North India,Dinner,Balanced,453,11,59,15
Jowar Bhakri with Zunka,West India,Breakfast,Weight Loss,272,10,43,6
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,599,38,57,19
Brown Bread Sandwich with Chutney,North India,Breakfast,Weight Loss,265,7,36,6
Puran Poli with Amti,West India,Lunch,Balanced,433,12,72,13
Watermelon and Mint Juice,Pan India,Breakfast,Health & Wellness,82,1,19,1
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,502,14,52,20
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,335,8,63,5
Mutton Biryani,North India,Lunch,Weight Gain,736,40,66,26
Sprouts Chaat,North India,Breakfast,Weight Loss,199,8,26,3
Vegetable Stew with Brown Rice,East India,Dinner,Weight Loss,295,8,41,7
Egg White Omelette with Vegetables,Pan India,Breakfast,Bodybuilding,271,28,6,12
Rice with Mutton Kosha,East India,Lunch,Weight Gain,769,39,86,32
Rajma Chawal,North India,Lunch,Balanced,507,16,72,9
Dal Palak with Grilled Fish,Pan India,Dinner,Bodybuilding,383,36,27,14
Ven Pongal with Ghee,South India,Breakfast,Weight Gain,502,13,58,17
Hyderabadi Chicken Biryani,South India,Lunch,Weight Gain,782,37,69,30
Dal Fry with Jeera Rice,North India,Dinner,Balanced,418,12,65,9
Jowar Bhakri with Varan Bhath,West India,Lunch,Weight Loss,329,11,54,6
Batata Vada with Pav,West India,Breakfast,Weight Gain,463,9,66,20
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,486,14,66,11
Greek Yogurt with Nuts and Honey,Pan India,Breakfast,Health & Wellness,292,15,28,12
Mixed Fruit Bowl Apple Papaya Banana,Pan India,Breakfast,Health & Wellness,220,1,48,1
Sattu Ka Paratha with Curd,East India,Breakfast,Balanced,374,12,52,11
Paneer Tikka 250g with Mint Chutney,Pan India,Dinner,Bodybuilding,389,44,9,24
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,380,21,43,8
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,600,31,68,17
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,314,10,53,5
Egg Bhurji 5 Eggs with Multigrain Toast,Pan India,Lunch,Bodybuilding,434,34,24,22
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,581,25,60,16
Stuffed Capsicum with Raita,North India,Dinner,Balanced,387,11,41,10
Rajma Chawal,North India,Lunch,Balanced,440,16,69,9
Greek Yogurt with Nuts and Honey,Pan India,Breakfast,Health & Wellness,295,12,26,11
Sattu Ka Paratha with Curd,East India,Breakfast,Balanced,336,10,45,10
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,311,11,58,5
Beef Roast with Steamed Vegetables,Pan India,Dinner,Bodybuilding,522,54,10,26
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,408,16,68,12
Andhra Style Mutton Biryani,South India,Lunch,Weight Gain,730,38,71,27
Bisi Bele Bath,South India,Lunch,Balanced,447,14,62,10
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,217,7,35,3
South Indian Thali,South India,Lunch,Balanced,509,16,72,11
Thalipeeth with Dahi,West India,Breakfast,Weight Loss,262,8,35,6
Gujarati Thali,West India,Lunch,Weight Gain,682,17,85,24
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,187,8,26,5
Hyderabadi Chicken Biryani,South India,Lunch,Weight Gain,654,46,72,32
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,308,6,28,13
Brown Rice with Rajma,North India,Lunch,Weight Loss,349,13,61,6
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,532,33,62,18
Crab Masala with Rice,South India,Dinner,Weight Gain,659,30,60,21
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,214,8,25,5
Aamras with Puri,West India,Breakfast,Weight Gain,587,8,81,17
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,272,5,32,14
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,155,4,13,6
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,258,5,27,15
Mutton Biryani (Hyderabadi Style),West India,Dinner,Weight Gain,733,39,70,24
Mutton Biryani (Hyderabadi Style),West India,Dinner,Weight Gain,706,36,70,25
Rava Idli with Chutney,South India,Breakfast,Weight Gain,464,8,63,14
Oats Pongal,South India,Breakfast,Weight Loss,219,6,37,6
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,371,32,41,4
Papaya and Chia Seeds Bowl,Pan India,Breakfast,Health & Wellness,181,4,33,4
Khichuri with Ghee and Begun Bhaja,East India,Breakfast,Weight Gain,481,11,58,19
Oats Idli with Sambar,North India,Breakfast,Weight Loss,230,8,39,4
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,255,17,8,11
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,444,15,58,13
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,402,22,46,8
Misal Pav with Butter,West India,Breakfast,Weight Gain,557,17,71,20
Dal Fry with Steamed Rice (Small),North India,Lunch,Weight Loss,325,11,48,5
Soya Milk with Oats Porridge,Pan India,Breakfast,Bodybuilding,402,24,44,8
Mixed Fruit Bowl Apple Papaya Banana,Pan India,Breakfast,Health & Wellness,210,1,49,1
Egg Biryani,East India,Lunch,Weight Gain,592,28,63,21
Prawn Malaikari with Rice,East India,Lunch,Weight Gain,713,32,78,24
Khichuri with Ghee and Begun Bhaja,East India,Breakfast,Weight Gain,447,12,66,16
Egg Curry with Rice,South India,Dinner,Weight Gain,497,24,54,18
Sol Kadhi with Rice,West India,Dinner,Weight Loss,258,8,39,7
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,214,8,28,5
Watermelon and Mint Juice,Pan India,Breakfast,Health & Wellness,82,1,24,1
Cottage Cheese Salad with Seeds,Pan India,Dinner,Bodybuilding,346,30,10,22
Kachumber Salad with Varan Bhath,West India,Dinner,Balanced,356,10,58,9
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,378,12,59,9
Upma with Vegetables,North India,Breakfast,Weight Loss,197,6,37,4
Puri Bhaji,North India,Breakfast,Weight Gain,501,8,59,22
Kootu with Brown Rice,South India,Lunch,Weight Loss,278,8,51,5
Besan Chilla with Mint Chutney,North India,Breakfast,Weight Loss,213,15,23,5
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,201,8,36,3
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,574,29,68,21
Khichuri with Ghee and Begun Bhaja,East India,Breakfast,Weight Gain,483,10,55,18
Beef Roast with Steamed Vegetables,Pan India,Dinner,Bodybuilding,464,45,10,26
Mutton Biryani,North India,Lunch,Weight Gain,678,41,77,27
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,154,4,13,6
Mutton Biryani (Hyderabadi Style),West India,Dinner,Weight Gain,644,36,69,23
Aamras with Puri,West India,Breakfast,Weight Gain,539,7,80,17
Gujarati Thali,West India,Lunch,Weight Gain,698,16,87,24
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,265,9,36,13
Vegetable Dalma,East India,Lunch,Weight Loss,314,8,51,5
Chicken Omelette with Toast,Pan India,Breakfast,Bodybuilding,447,33,21,17
Crab Masala with Rice,South India,Dinner,Weight Gain,530,35,64,21
Masala Dosa with Sambar and Chutney,South India,Breakfast,Weight Gain,445,9,61,14
Egg White Omelette with Vegetables,Pan India,Breakfast,Bodybuilding,256,27,6,11
Lemon Rice with Curd,South India,Dinner,Balanced,429,7,65,10
Moong Dal Chilla,North India,Breakfast,Weight Loss,212,12,30,6
Tomato Shorba with Roti,East India,Dinner,Weight Loss,194,6,27,5
Paneer Bhurji with Multigrain Toast,Pan India,Breakfast,Bodybuilding,389,31,27,18
Lauki Soup and Sauteed Veggies,North India,Dinner,Weight Loss,186,5,25,6
Watermelon and Mint Juice,Pan India,Breakfast,Health & Wellness,85,1,21,1
Oats Pongal,South India,Breakfast,Weight Loss,245,7,35,5
Aamti with Rice,West India,Lunch,Weight Loss,355,11,56,6
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,279,8,32,10
Egg Curry with Rice,South India,Dinner,Weight Gain,506,30,52,19
White Rice with Chicken Chettinad and Curd,South India,Lunch,Weight Gain,657,30,57,23
Idli with Sambar,South India,Dinner,Weight Loss,194,7,40,2
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,278,7,40,10
Mixed Fruit Bowl Apple Papaya Banana,Pan India,Breakfast,Health & Wellness,217,2,41,1
Overnight Oats with Berries,Pan India,Breakfast,Health & Wellness,257,8,41,6
Soya Chunks Curry with Brown Rice,Pan India,Lunch,Bodybuilding,488,40,55,13
Fish Curry with White Rice,South India,Lunch,Weight Gain,638,34,61,17
Dal Palak with Grilled Fish,Pan India,Dinner,Bodybuilding,455,38,28,12
Cucumber and Tomato Raita with Mint,Pan India,Dinner,Health & Wellness,149,4,16,5
Cottage Cheese Salad with Seeds,Pan India,Dinner,Bodybuilding,399,25,10,20
Fish Recheado with Rice,West India,Dinner,Weight Gain,591,26,61,19
Oats Idli with Sambar,North India,Breakfast,Weight Loss,248,7,36,4
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,243,8,38,4
Lentil Soup with Whole Wheat Bread,Pan India,Lunch,Health & Wellness,268,14,42,4
Kanda Poha,West India,Breakfast,Weight Loss,230,6,47,5
Poha with Peanuts and Banana Shake,North India,Breakfast,Weight Gain,384,10,59,8
Fish Recheado with Rice,West India,Dinner,Weight Gain,600,32,63,20
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,471,13,55,20
Brown Rice with Rajma,North India,Lunch,Weight Loss,338,12,55,6
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,183,7,26,5
Watermelon and Mint Juice,Pan India,Breakfast,Health & Wellness,92,1,21,1
Paneer Tikka Masala with Jeera Rice,North India,Dinner,Weight Gain,586,23,60,19
Stuffed Capsicum with Raita,North India,Dinner,Balanced,337,13,46,11
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,209,10,29,4
Sprouted Moong Salad with Lemon and Cucumber,Pan India,Lunch,Health & Wellness,154,8,26,2
Lauki Soup and Sauteed Veggies,North India,Dinner,Weight Loss,207,5,27,5
Puran Poli with Amti,West India,Lunch,Balanced,457,11,77,12
Roasted Makhana and Green Tea,Pan India,Dinner,Health & Wellness,118,3,22,2
Papaya and Chia Seeds Bowl,Pan India,Breakfast,Health & Wellness,179,3,31,5
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,178,7,24,6
White Rice with Chicken Chettinad and Curd,South India,Lunch,Weight Gain,650,38,61,27
Bharli Vangi with Bhakri,West India,Dinner,Weight Loss,327,7,39,10
Idli with Tomato Chutney,South India,Breakfast,Weight Loss,176,6,43,2
Mutton Biryani,North India,Lunch,Weight Gain,654,35,78,30
Egg Biryani,East India,Lunch,Weight Gain,560,28,63,22
Idli with Sambar,South India,Dinner,Weight Loss,214,7,40,3
Kootu with Brown Rice,South India,Lunch,Weight Loss,304,11,47,6
Mutton Korma with Roti,North India,Dinner,Weight Gain,452,30,42,25
Luchi with Alur Dom,East India,Breakfast,Weight Gain,520,8,61,22
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,449,13,72,10
Soya Chunks Curry with Brown Rice,Pan India,Lunch,Bodybuilding,442,43,54,15
Vegetable Stew with Brown Rice,East India,Dinner,Weight Loss,297,7,44,7
Avocado on Millet Toast,Pan India,Breakfast,Health & Wellness,273,6,29,15
Chicken Sukka with Naan,West India,Lunch,Weight Gain,698,42,59,23
Mixed Fruit Bowl Apple Papaya Banana,Pan India,Breakfast,Health & Wellness,221,2,43,1
Aamras with Puri,West India,Breakfast,Weight Gain,500,8,77,19
Batata Vada with Pav,West India,Breakfast,Weight Gain,499,11,73,24
Puri Bhaji,North India,Breakfast,Weight Gain,464,9,64,24
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,213,9,33,4
Watermelon and Mint Juice,Pan India,Breakfast,Health & Wellness,87,1,19,1
Dalma with Rice,East India,Lunch,Balanced,381,15,60,9
Nachni Dosa with Chutney,West India,Breakfast,Weight Loss,200,7,33,5
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,265,9,45,7
Dalma with Rice,East India,Lunch,Balanced,428,15,60,8
Mutton Korma with Roti,North India,Dinner,Weight Gain,459,29,39,23
Mixed Fruit Bowl Apple Papaya Banana,Pan India,Breakfast,Health & Wellness,208,2,43,1
Pongal with Medu Vada and Filter Coffee,South India,Breakfast,Weight Gain,554,14,57,22
Bisi Bele Bath,South India,Lunch,Balanced,431,13,66,12
Puttu with Kadala Curry,South India,Breakfast,Balanced,366,16,49,8
Quinoa Salad with Vegetables,Pan India,Lunch,Health & Wellness,309,10,42,7
Oats Pongal,South India,Breakfast,Weight Loss,243,6,37,6
Pesarattu with Ginger Chutney,South India,Breakfast,Weight Loss,196,8,32,3
Vegetable Upma,South India,Dinner,Weight Loss,207,4,31,5
Aamti with Rice,West India,Lunch,Weight Loss,349,9,57,7
Mutton Kolhapuri with Rice,West India,Lunch,Weight Gain,679,40,68,27
Idli with Sambar,South India,Dinner,Weight Loss,213,6,39,3
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,583,28,67,19
Soya Milk with Oats Porridge,Pan India,Breakfast,Bodybuilding,351,24,45,8
Mosambi Juice with Sprouts Toast,Pan India,Breakfast,Health & Wellness,211,8,33,3
South Indian Thali,South India,Lunch,Balanced,464,14,70,11
Rice with Mutton Kosha,East India,Lunch,Weight Gain,672,34,89,28
Bisi Bele Bath,South India,Lunch,Balanced,421,14,60,11
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,516,28,69,17
Rajma Chawal,North India,Lunch,Balanced,454,17,72,9
Tomato Shorba with Roti,East India,Dinner,Weight Loss,199,5,32,5
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,247,7,38,10
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,584,37,60,21
Mutton Keema with 2 Dry Chapatis,Pan India,Lunch,Bodybuilding,585,43,39,20
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,339,35,45,5
Lamb Vindaloo with Rice,West India,Dinner,Weight Gain,592,36,68,30
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,582,31,49,22
Fish Curry Rohu with Quinoa,Pan India,Dinner,Bodybuilding,421,38,46,11
Batata Vada with Pav,West India,Breakfast,Weight Gain,510,10,67,24
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,239,18,8,13
Vegetable Upma,South India,Dinner,Weight Loss,223,4,30,5
Lamb Vindaloo with Rice,West India,Dinner,Weight Gain,709,34,65,31
Fish Curry Rohu with Quinoa,Pan India,Dinner,Bodybuilding,502,36,47,11
Greek Yogurt with Nuts and Honey,Pan India,Breakfast,Health & Wellness,300,13,26,11
Sol Kadhi with Rice,West India,Dinner,Weight Loss,285,7,42,8
Vegetable Poha,North India,Breakfast,Weight Loss,230,4,35,3
Sattu Sharbat with Toast,East India,Breakfast,Weight Loss,204,9,35,2
Dal Fry with Steamed Rice (Small),North India,Lunch,Weight Loss,316,10,53,5
Green Smoothie Spinach Banana Flaxseed,Pan India,Breakfast,Health & Wellness,222,6,39,4
Apple with Peanut Butter on Rice Cakes,Pan India,Dinner,Health & Wellness,241,8,36,9
Hilsa Fish Curry with White Rice,East India,Lunch,Weight Gain,550,29,58,22
Oats Pongal,South India,Breakfast,Weight Loss,254,7,36,5
Dal Shorba with Roti,North India,Dinner,Weight Loss,238,9,29,4
Khichdi with Ghee (Small),North India,Dinner,Weight Loss,296,8,39,8
Palak Soup with Multigrain Toast,Pan India,Lunch,Health & Wellness,213,8,29,5
Nachni Dosa with Chutney,West India,Breakfast,Weight Loss,198,7,31,6
Malabar Parotta with Veg Kurma,South India,Dinner,Weight Gain,485,11,58,22
Jowar Bhakri with Varan Bhath,West India,Lunch,Weight Loss,353,11,52,6
Egg White Omelette with Vegetables,Pan India,Breakfast,Bodybuilding,265,24,6,12
Sprouted Matki Usal,West India,Breakfast,Weight Loss,215,10,25,4
Gujarati Thali,West India,Lunch,Weight Gain,653,16,94,23
Roti with Mixed Veg Sabzi and Curd,North India,Lunch,Balanced,488,14,70,11
Misal Pav with Butter,West India,Breakfast,Weight Gain,598,15,74,22
Mixed Vegetable Sabzi with Roti,North India,Lunch,Weight Loss,284,8,52,6
Shrikhand Puri,West India,Breakfast,Weight Gain,528,12,80,23
Macher Jhol with Rice and Papadam,East India,Dinner,Weight Gain,569,26,55,17
Tofu Stir Fry with Brown Rice,Pan India,Lunch,Health & Wellness,288,16,45,7
Thekua with Masala Chai,East India,Breakfast,Balanced,298,6,42,10
Nachni Dosa with Chutney,West India,Breakfast,Weight Loss,221,6,33,6
Rajma Chawal,North India,Lunch,Balanced,407,16,67,9
Tandoori Paneer Tikka with Salad,North India,Dinner,Weight Loss,258,19,10,13
Idli with Tomato Chutney,South India,Breakfast,Weight Loss,206,6,44,1
Chicken Curry with Basmati Rice and Ghee,North India,Lunch,Weight Gain,484,32,49,18
Vegetable Poha,North India,Breakfast,Weight Loss,226,4,36,4
Rice with Fish Curry and Papadam,South India,Dinner,Weight Gain,534,28,59,19
Brown Rice with Macher Jhol (small portion),East India,Lunch,Weight Loss,361,24,38,7
Kadhi Pakora with Rice,North India,Dinner,Balanced,380,12,55,14
Kootu with Brown Rice,South India,Lunch,Weight Loss,341,10,49,5
Andhra Style Mutton Biryani,South India,Lunch,Weight Gain,654,43,62,25
Vegetable Stew with Brown Rice,East India,Dinner,Weight Loss,295,8,41,7
Egg Curry with Rice,South India,Dinner,Weight Gain,574,29,64,22
Malabar Parotta with Veg Kurma,South India,Dinner,Weight Gain,581,12,61,18
Fish Curry Rohu with Quinoa,Pan India,Dinner,Bodybuilding,480,42,39,11
Idli with Sambar,South India,Dinner,Weight Loss,186,6,35,3
Lentil Soup with Whole Wheat Bread,Pan India,Lunch,Health & Wellness,262,14,41,4
Clear Vegetable Soup with Tofu,Pan India,Dinner,Health & Wellness,163,11,16,8
South Indian Thali,South India,Lunch,Balanced,533,14,79,10
Khichuri with Ghee and Begun Bhaja,East India,Breakfast,Weight Gain,452,13,60,17
Ven Pongal with Ghee,South India,Breakfast,Weight Gain,527,12,58,21
Moong Dal Khichdi,East India,Breakfast,Weight Loss,246,9,37,4
Paneer Bhurji with Multigrain Toast,Pan India,Breakfast,Bodybuilding,353,29,25,16
Fish Curry Rohu with Quinoa,Pan India,Dinner,Bodybuilding,408,43,43,13
Kootu with Brown Rice,South India,Lunch,Weight Loss,327,10,54,5
Clear Vegetable Soup with Tofu,Pan India,Dinner,Health & Wellness,167,10,14,7
Brown Rice with Rasam and Cabbage Poriyal,South India,Lunch,Weight Loss,369,9,59,4
Chicken Biryani,North India,Dinner,Weight Gain,656,39,68,23
Dal Dhokli,West India,Lunch,Balanced,442,11,55,11
Whey Protein Shake with Oats and Banana,Pan India,Breakfast,Bodybuilding,336,35,49,5
Appam with Vegetable Stew,South India,Breakfast,Weight Loss,248,4,39,7
Gujarati Thali,West India,Lunch,Weight Gain,781,17,84,22
